addressID~addressLine1~addressLine2~addressLine3~addressLine4~city~CountrySubdivisionCodeId~postalCode~country~countrySubdivision~DocumentKey~LastUpdatedBy
'1'~'10 S. Riverside Plaza          1'~'Chicago IL 60606 USA          1'~'xxxxx3'~''~'test'~'0'~''~'1'~''~~
'7698'~'10 S. Riverside Plaza       7698'~'Chicago IL 60606 USA       7698'~~~'unknown'~~~'3'~~~
'7699'~'10 S. Riverside Plaza       7699'~'Chicago IL 60606 USA       7699'~~~'unknown'~~~'3'~~~
'7700'~'10 S. Riverside Plaza       7700'~'Chicago IL 60606 USA       7700'~~~'unknown'~~~'3'~~~
'7701'~'10 S. Riverside Plaza       7701'~'Chicago IL 60606 USA       7701'~~~'unknown'~~~'3'~~~
'7702'~'10 S. Riverside Plaza       7702'~'Chicago IL 60606 USA       7702'~~~'unknown'~~~'7'~~~
'7703'~'10 S. Riverside Plaza       7703'~'Chicago IL 60606 USA       7703'~~~'unknown'~~~'10'~~~
'7704'~'10 S. Riverside Plaza       7704'~'Chicago IL 60606 USA       7704'~~~'unknown'~~~'10'~~~
'7705'~'10 S. Riverside Plaza       7705'~'Chicago IL 60606 USA       7705'~~~'unknown'~~~'10'~~~
'7706'~'10 S. Riverside Plaza       7706'~'Chicago IL 60606 USA       7706'~~~'unknown'~~~'10'~~~
'7707'~'10 S. Riverside Plaza       7707'~'Chicago IL 60606 USA       7707'~~~'Bucharest'~~~'10'~~~
'7708'~'10 S. Riverside Plaza       7708'~'Chicago IL 60606 USA       7708'~~~'unknown'~~~'10'~~~
'7709'~'10 S. Riverside Plaza       7709'~'Chicago IL 60606 USA       7709'~~~'unknown'~~~'10'~~~
'7710'~'10 S. Riverside Plaza       7710'~'Chicago IL 60606 USA       7710'~~~'unknown'~~~'10'~~~
'7711'~'10 S. Riverside Plaza       7711'~'Chicago IL 60606 USA       7711'~~~'unknown'~~~'10'~~~
'7712'~'10 S. Riverside Plaza       7712'~'Chicago IL 60606 USA       7712'~~~'unknown'~~~'10'~~~
'7713'~'10 S. Riverside Plaza       7713'~'Chicago IL 60606 USA       7713'~~~'unknown'~~~'10'~~~
'7714'~'10 S. Riverside Plaza       7714'~'Chicago IL 60606 USA       7714'~~~'unknown'~~~'10'~~~
'7715'~'10 S. Riverside Plaza       7715'~'Chicago IL 60606 USA       7715'~~~'unknown'~~~'10'~~~
'7716'~'10 S. Riverside Plaza       7716'~'Chicago IL 60606 USA       7716'~~~'unknown'~~~'10'~~~
'7717'~'10 S. Riverside Plaza       7717'~'Chicago IL 60606 USA       7717'~~~'unknown'~~~'11'~~~
'7718'~'10 S. Riverside Plaza       7718'~'Chicago IL 60606 USA       7718'~~~'unknown'~~~'11'~~~
'7719'~'10 S. Riverside Plaza       7719'~'Chicago IL 60606 USA       7719'~~~'unknown'~~~'11'~~~
'7720'~'10 S. Riverside Plaza       7720'~'Chicago IL 60606 USA       7720'~~~'unknown'~~~'11'~~~
'7721'~'10 S. Riverside Plaza       7721'~'Chicago IL 60606 USA       7721'~~~'unknown'~~~'11'~~~
'7722'~'10 S. Riverside Plaza       7722'~'Chicago IL 60606 USA       7722'~~~'unknown'~~~'11'~~~
'7723'~'10 S. Riverside Plaza       7723'~'Chicago IL 60606 USA       7723'~~~'unknown'~~~'11'~~~
'7724'~'10 S. Riverside Plaza       7724'~'Chicago IL 60606 USA       7724'~~~'unknown'~~~'11'~~~
'7725'~'10 S. Riverside Plaza       7725'~'Chicago IL 60606 USA       7725'~~~'unknown'~~~'11'~~~
'7726'~'10 S. Riverside Plaza       7726'~'Chicago IL 60606 USA       7726'~~~'unknown'~~~'11'~~~
'7727'~'10 S. Riverside Plaza       7727'~'Chicago IL 60606 USA       7727'~~~'unknown'~~~'11'~~~
'7728'~'10 S. Riverside Plaza       7728'~'Chicago IL 60606 USA       7728'~~~'unknown'~~~'11'~~~
'7729'~'10 S. Riverside Plaza       7729'~'Chicago IL 60606 USA       7729'~~~'Tver'~~'170540'~'11'~~~
'7730'~'10 S. Riverside Plaza       7730'~'Chicago IL 60606 USA       7730'~~~'unknown'~~~'12'~~~
'7731'~'10 S. Riverside Plaza       7731'~'Chicago IL 60606 USA       7731'~~~'unknown'~~~'12'~~~
'7732'~'10 S. Riverside Plaza       7732'~'Chicago IL 60606 USA       7732'~~~'unknown'~~~'12'~~~
'7733'~'10 S. Riverside Plaza       7733'~'Chicago IL 60606 USA       7733'~~~'unknown'~~~'12'~~~
'7734'~'10 S. Riverside Plaza       7734'~'Chicago IL 60606 USA       7734'~~~'unknown'~~~'35'~~~
'7735'~'10 S. Riverside Plaza       7735'~'Chicago IL 60606 USA       7735'~~~'unknown'~~~'35'~~~
'7736'~'10 S. Riverside Plaza       7736'~'Chicago IL 60606 USA       7736'~~~'unknown'~~~'35'~~~
'7737'~'10 S. Riverside Plaza       7737'~'Chicago IL 60606 USA       7737'~~~'unknown'~~~'35'~~~
'7738'~'10 S. Riverside Plaza       7738'~'Chicago IL 60606 USA       7738'~~~'unknown'~~~'35'~~~
'7739'~'10 S. Riverside Plaza       7739'~'Chicago IL 60606 USA       7739'~~~'unknown'~~~'17'~~~
'7740'~'10 S. Riverside Plaza       7740'~'Chicago IL 60606 USA       7740'~~~'unknown'~~~'17'~~~
'7741'~'10 S. Riverside Plaza       7741'~'Chicago IL 60606 USA       7741'~~~'unknown'~~~'17'~~~
'7742'~'10 S. Riverside Plaza       7742'~'Chicago IL 60606 USA       7742'~~~'unknown'~~~'17'~~~
'7743'~'10 S. Riverside Plaza       7743'~'Chicago IL 60606 USA       7743'~~~'unknown'~~~'17'~~~
'7744'~'10 S. Riverside Plaza       7744'~'Chicago IL 60606 USA       7744'~~~'unknown'~~~'17'~~~
'7745'~'10 S. Riverside Plaza       7745'~'Chicago IL 60606 USA       7745'~~~'unknown'~~~'17'~~~
'7746'~'10 S. Riverside Plaza       7746'~'Chicago IL 60606 USA       7746'~~~'Tretten'~~'2635'~'17'~~~
'7747'~'10 S. Riverside Plaza       7747'~'Chicago IL 60606 USA       7747'~~~'unknown'~~~'43'~~~
'7748'~'10 S. Riverside Plaza       7748'~'Chicago IL 60606 USA       7748'~~~'unknown'~~~'43'~~~
'7749'~'10 S. Riverside Plaza       7749'~'Chicago IL 60606 USA       7749'~~~'unknown'~~~'43'~~~
'7750'~'10 S. Riverside Plaza       7750'~'Chicago IL 60606 USA       7750'~~~'unknown'~~~'43'~~~
'7751'~'10 S. Riverside Plaza       7751'~'Chicago IL 60606 USA       7751'~~~'unknown'~~~'43'~~~
'7752'~'10 S. Riverside Plaza       7752'~'Chicago IL 60606 USA       7752'~~~'unknown'~~~'43'~~~
'7753'~'10 S. Riverside Plaza       7753'~'Chicago IL 60606 USA       7753'~~~'unknown'~~~'15'~~~
'7754'~'10 S. Riverside Plaza       7754'~'Chicago IL 60606 USA       7754'~~~'unknown'~~~'27'~~~
'7755'~'10 S. Riverside Plaza       7755'~'Chicago IL 60606 USA       7755'~~~'unknown'~~~'27'~~~
'7756'~'10 S. Riverside Plaza       7756'~'Chicago IL 60606 USA       7756'~~~'Casablanca 20240 MOROCCO'~~~'28'~~~
'7757'~'10 S. Riverside Plaza       7757'~'Chicago IL 60606 USA       7757'~~~'Casablanca'~~'20250 '~'28'~~~
'7758'~'10 S. Riverside Plaza       7758'~'Chicago IL 60606 USA       7758'~~~'unknown'~~~'41'~~~
'7759'~'10 S. Riverside Plaza       7759'~'Chicago IL 60606 USA       7759'~~~'unknown'~~~'115'~~~
'7760'~'10 S. Riverside Plaza       7760'~'Chicago IL 60606 USA       7760'~~~'unknown'~~~'115'~~~
'7761'~'10 S. Riverside Plaza       7761'~'Chicago IL 60606 USA       7761'~~~'unknown'~~~'115'~~~
'7762'~'10 S. Riverside Plaza       7762'~'Chicago IL 60606 USA       7762'~~~'unknown'~~~'115'~~~
'7763'~'10 S. Riverside Plaza       7763'~'Chicago IL 60606 USA       7763'~~~'unknown'~~~'115'~~~
'7764'~'10 S. Riverside Plaza       7764'~'Chicago IL 60606 USA       7764'~~~'Rosemont'~~~'76'~~~
'7765'~'10 S. Riverside Plaza       7765'~'Chicago IL 60606 USA       7765'~~~'Pinconning'~~~'76'~~~
'7766'~'10 S. Riverside Plaza       7766'~'Chicago IL 60606 USA       7766'~~~'Kentwood'~~~'76'~~~
'7767'~'10 S. Riverside Plaza       7767'~'Chicago IL 60606 USA       7767'~~~'Bridgeton'~~~'76'~~~
'7768'~'10 S. Riverside Plaza       7768'~'Chicago IL 60606 USA       7768'~~~'Boucherville'~~~'72'~~~
'7769'~'10 S. Riverside Plaza       7769'~'Chicago IL 60606 USA       7769'~~~'Woodbridge'~~~'72'~~~
'7770'~'10 S. Riverside Plaza       7770'~'Chicago IL 60606 USA       7770'~~~'Vancouver'~~~'72'~~~
'7771'~'10 S. Riverside Plaza       7771'~'Chicago IL 60606 USA       7771'~~~'Ottawa'~'1108'~'K1Z 5A4'~'72'~~~
'7772'~'10 S. Riverside Plaza       7772'~'Chicago IL 60606 USA       7772'~~~'Fraser'~~~'76'~~~
'7773'~'10 S. Riverside Plaza       7773'~'Chicago IL 60606 USA       7773'~~~'Mississauga'~~~'72'~~~
'7774'~'10 S. Riverside Plaza       7774'~'Chicago IL 60606 USA       7774'~~~'Escuminac'~~~'72'~~~
'7775'~'10 S. Riverside Plaza       7775'~'Chicago IL 60606 USA       7775'~~~'Cape Pele'~~~'72'~~~
'7776'~'10 S. Riverside Plaza       7776'~'Chicago IL 60606 USA       7776'~~~'Stoney Creek'~~~'72'~~~
'7777'~'10 S. Riverside Plaza       7777'~'Chicago IL 60606 USA       7777'~~~'Etobicoke'~~~'72'~~~
'7778'~'10 S. Riverside Plaza       7778'~'Chicago IL 60606 USA       7778'~~~'Toronto'~~~'72'~~~
'7779'~'10 S. Riverside Plaza       7779'~'Chicago IL 60606 USA       7779'~~~'Rice Lake'~~~'76'~~~
'7780'~'10 S. Riverside Plaza       7780'~'Chicago IL 60606 USA       7780'~~~'Algona'~~~'72'~~~
'7781'~'10 S. Riverside Plaza       7781'~'Chicago IL 60606 USA       7781'~~~'Sumner'~~~'72'~~~
'7782'~'10 S. Riverside Plaza       7782'~'Chicago IL 60606 USA       7782'~~~'Brampton'~~~'72'~~~
'7783'~'10 S. Riverside Plaza       7783'~'Chicago IL 60606 USA       7783'~~~'Calgary'~~~'72'~~~
'7784'~'10 S. Riverside Plaza       7784'~'Chicago IL 60606 USA       7784'~~~'HAMBURG'~'13'~'51640'~'76'~~~
'7785'~'10 S. Riverside Plaza       7785'~'Chicago IL 60606 USA       7785'~~~'Newport News'~~~'76'~~~
'7786'~'10 S. Riverside Plaza       7786'~'Chicago IL 60606 USA       7786'~~~'Salinas'~'5'~'93901'~'76'~~~
'7787'~'10 S. Riverside Plaza       7787'~'Chicago IL 60606 USA       7787'~~~'St Hubert'~~~'72'~~~
'7788'~'10 S. Riverside Plaza       7788'~'Chicago IL 60606 USA       7788'~~~'Edmonton'~~~'72'~~~
'7789'~'10 S. Riverside Plaza       7789'~'Chicago IL 60606 USA       7789'~~~'Reading'~~~'76'~~~
'7790'~'10 S. Riverside Plaza       7790'~'Chicago IL 60606 USA       7790'~~~'Leesport'~~~'76'~~~
'7791'~'10 S. Riverside Plaza       7791'~'Chicago IL 60606 USA       7791'~~~'Auburn'~~~'76'~~~
'7792'~'10 S. Riverside Plaza       7792'~'Chicago IL 60606 USA       7792'~~~'unknown'~~~'76'~~~
'7793'~'10 S. Riverside Plaza       7793'~'Chicago IL 60606 USA       7793'~~~'Hazleton'~~~'76'~~~
'7794'~'10 S. Riverside Plaza       7794'~'Chicago IL 60606 USA       7794'~~~'unknown'~~~'122'~~~
'7795'~'10 S. Riverside Plaza       7795'~'Chicago IL 60606 USA       7795'~~~'Kentwood'~~~'76'~~~
'7796'~'10 S. Riverside Plaza       7796'~'Chicago IL 60606 USA       7796'~~~'Nijkerk'~~~'29'~~~
'7797'~'10 S. Riverside Plaza       7797'~'Chicago IL 60606 USA       7797'~~~'Dublin 10'~~'10'~'16'~~~
'7798'~'10 S. Riverside Plaza       7798'~'Chicago IL 60606 USA       7798'~~~'PORT WENTWORTH'~'11'~'31407'~'76'~~~
'7799'~'10 S. Riverside Plaza       7799'~'Chicago IL 60606 USA       7799'~~~'Obernai Cedex'~~'67212'~'22'~~~
'7800'~'10 S. Riverside Plaza       7800'~'Chicago IL 60606 USA       7800'~~~'Fife'~~~'19'~~~
'7801'~'10 S. Riverside Plaza       7801'~'Chicago IL 60606 USA       7801'~~~'Karlshamns'~~'37482'~'18'~~~
'7802'~'10 S. Riverside Plaza       7802'~'Chicago IL 60606 USA       7802'~~~'Budapest'~~'1044'~'38'~~~
'7803'~'10 S. Riverside Plaza       7803'~'Chicago IL 60606 USA       7803'~~~'Apia'~~~'123'~~~
'7804'~'10 S. Riverside Plaza       7804'~'Chicago IL 60606 USA       7804'~~~'CONDAT SUR TRINCOU'~'1440'~'24530'~'22'~~~
'7805'~'10 S. Riverside Plaza       7805'~'Chicago IL 60606 USA       7805'~~~'Budapest'~~'1146'~'38'~~~
'7806'~'10 S. Riverside Plaza       7806'~'Chicago IL 60606 USA       7806'~~~'Kisvárda'~~'4600'~'38'~~~
'7807'~'10 S. Riverside Plaza       7807'~'Chicago IL 60606 USA       7807'~~~'Kladno'~~'27204'~'36'~~~
'7808'~'10 S. Riverside Plaza       7808'~'Chicago IL 60606 USA       7808'~~~'Hodonin'~~~'36'~~~
'7809'~'10 S. Riverside Plaza       7809'~'Chicago IL 60606 USA       7809'~~~'Chesterfield'~~~'19'~~~
'7810'~'10 S. Riverside Plaza       7810'~'Chicago IL 60606 USA       7810'~~~'Budapest'~~'1023'~'38'~~~
'7811'~'10 S. Riverside Plaza       7811'~'Chicago IL 60606 USA       7811'~~~'Suva'~~~'119'~~~
'7812'~'10 S. Riverside Plaza       7812'~'Chicago IL 60606 USA       7812'~~~'Vetrni'~~~'36'~~~
'7813'~'10 S. Riverside Plaza       7813'~'Chicago IL 60606 USA       7813'~~~'Malmo'~'2185'~'SE-212-41'~'18'~~~
'7814'~'10 S. Riverside Plaza       7814'~'Chicago IL 60606 USA       7814'~~~'Bomporto, Modena'~~'41030'~'25'~~~
'7815'~'10 S. Riverside Plaza       7815'~'Chicago IL 60606 USA       7815'~~~'Bomporto'~'507'~'41030'~'25'~~~
'7816'~'10 S. Riverside Plaza       7816'~'Chicago IL 60606 USA       7816'~~~'Milan'~~'20137'~'25'~~~
'7817'~'10 S. Riverside Plaza       7817'~'Chicago IL 60606 USA       7817'~~~'Pieve Emanuele (MI)'~~'20090'~'25'~~~
'7818'~'10 S. Riverside Plaza       7818'~'Chicago IL 60606 USA       7818'~~~'Ferrara'~~'44100'~'25'~~~
'7819'~'10 S. Riverside Plaza       7819'~'Chicago IL 60606 USA       7819'~~~'S.Giulano Milanese'~~'20098'~'25'~~~
'7820'~'10 S. Riverside Plaza       7820'~'Chicago IL 60606 USA       7820'~~~'San Giuliano Milanese'~'506'~'20098'~'25'~~~
'7821'~'10 S. Riverside Plaza       7821'~'Chicago IL 60606 USA       7821'~~~'Verona'~~'37139'~'25'~~~
'7822'~'10 S. Riverside Plaza       7822'~'Chicago IL 60606 USA       7822'~~~'Verona'~~'37139'~'25'~~~
'7823'~'10 S. Riverside Plaza       7823'~'Chicago IL 60606 USA       7823'~~~'Verona'~~'36100'~'25'~~~
'7824'~'10 S. Riverside Plaza       7824'~'Chicago IL 60606 USA       7824'~~~'Anzola Emilia'~'466'~'40011'~'25'~~~
'7825'~'10 S. Riverside Plaza       7825'~'Chicago IL 60606 USA       7825'~~~'Pioltello (Mi)'~~'20096'~'25'~~~
'7826'~'10 S. Riverside Plaza       7826'~'Chicago IL 60606 USA       7826'~~~'SAN CARLO'~~~'25'~~~
'7827'~'10 S. Riverside Plaza       7827'~'Chicago IL 60606 USA       7827'~~~'San Carlo (FE)'~~'44040'~'25'~~~
'7828'~'10 S. Riverside Plaza       7828'~'Chicago IL 60606 USA       7828'~~~'San polo di torrile'~~'43056'~'25'~~~
'7829'~'10 S. Riverside Plaza       7829'~'Chicago IL 60606 USA       7829'~~~'Flero (BS)'~~'25020'~'25'~~~
'7830'~'10 S. Riverside Plaza       7830'~'Chicago IL 60606 USA       7830'~~~'Gazoldo degli Ippoliti'~'502'~'46040'~'25'~~~
'7831'~'10 S. Riverside Plaza       7831'~'Chicago IL 60606 USA       7831'~~~'Bergamo'~~'24128'~'25'~~~
'7832'~'10 S. Riverside Plaza       7832'~'Chicago IL 60606 USA       7832'~~~'SAN LAZZARO DI SAV'~~'40068'~'25'~~~
'7833'~'10 S. Riverside Plaza       7833'~'Chicago IL 60606 USA       7833'~~~'Monterotondo Scalo, Roma'~~'16'~'25'~~~
'7834'~'10 S. Riverside Plaza       7834'~'Chicago IL 60606 USA       7834'~~~'Roma'~~'155'~'25'~~~
'7835'~'10 S. Riverside Plaza       7835'~'Chicago IL 60606 USA       7835'~~~'Castelvetro'~'507'~'41014'~'25'~~~
'7836'~'10 S. Riverside Plaza       7836'~'Chicago IL 60606 USA       7836'~~~'Montecavolo di Quattro Castella RE'~~'42020'~'25'~~~
'7837'~'10 S. Riverside Plaza       7837'~'Chicago IL 60606 USA       7837'~~~'Goito'~~'46044'~'25'~~~
'7838'~'10 S. Riverside Plaza       7838'~'Chicago IL 60606 USA       7838'~~~'Ospedaletto Lodigiano'~~'26864'~'25'~~~
'7839'~'10 S. Riverside Plaza       7839'~'Chicago IL 60606 USA       7839'~~~'Scorze (VE)'~~'30037'~'25'~~~
'7840'~'10 S. Riverside Plaza       7840'~'Chicago IL 60606 USA       7840'~~~'Milano'~~'20143'~'25'~~~
'7841'~'10 S. Riverside Plaza       7841'~'Chicago IL 60606 USA       7841'~~~'Milano'~~'20143'~'25'~~~
'7842'~'10 S. Riverside Plaza       7842'~'Chicago IL 60606 USA       7842'~~~'Brno'~~~'36'~~~
'7843'~'10 S. Riverside Plaza       7843'~'Chicago IL 60606 USA       7843'~~~'Bergen op Zoom'~~~'29'~~~
'7844'~'10 S. Riverside Plaza       7844'~'Chicago IL 60606 USA       7844'~~~'Lugo'~~'27188'~'31'~~~
'7845'~'10 S. Riverside Plaza       7845'~'Chicago IL 60606 USA       7845'~~~'Belgrade'~~'11271'~'41'~~~
'7846'~'10 S. Riverside Plaza       7846'~'Chicago IL 60606 USA       7846'~~~'Wevelgem'~~'8560'~'37'~~~
'7847'~'10 S. Riverside Plaza       7847'~'Chicago IL 60606 USA       7847'~~~'Cherry Hill'~'32'~'08002'~'76'~~~
'7848'~'10 S. Riverside Plaza       7848'~'Chicago IL 60606 USA       7848'~~~'Pedras Salgadas'~~~'30'~~~
'7849'~'10 S. Riverside Plaza       7849'~'Chicago IL 60606 USA       7849'~~~'Enschede'~~~'29'~~~
'7850'~'10 S. Riverside Plaza       7850'~'Chicago IL 60606 USA       7850'~~~'BUNNIK'~~~'29'~~~
'7851'~'10 S. Riverside Plaza       7851'~'Chicago IL 60606 USA       7851'~~~'Bunnik'~~'3981'~'29'~~~
'7852'~'10 S. Riverside Plaza       7852'~'Chicago IL 60606 USA       7852'~~~'Vuda Point'~~~'119'~~~
'7853'~'10 S. Riverside Plaza       7853'~'Chicago IL 60606 USA       7853'~~~'Sesvete-Zagreb'~~'10360'~'35'~~~
'7854'~'10 S. Riverside Plaza       7854'~'Chicago IL 60606 USA       7854'~~~'Frohnleiten'~~~'33'~~~
'7855'~'10 S. Riverside Plaza       7855'~'Chicago IL 60606 USA       7855'~~~'Groß-Gerau'~~'64521'~'37'~~~
'7856'~'10 S. Riverside Plaza       7856'~'Chicago IL 60606 USA       7856'~~~'Wisbech'~'1552'~'PE13 2RN '~'19'~~~
'7857'~'10 S. Riverside Plaza       7857'~'Chicago IL 60606 USA       7857'~~~'Wisbech-Cambs'~~~'19'~~~
'7858'~'10 S. Riverside Plaza       7858'~'Chicago IL 60606 USA       7858'~~~'Ebersburg-Weyhers'~~'36157'~'37'~~~
'7859'~'10 S. Riverside Plaza       7859'~'Chicago IL 60606 USA       7859'~~~'Wien'~~'1013'~'33'~~~
'7860'~'10 S. Riverside Plaza       7860'~'Chicago IL 60606 USA       7860'~~~'Newport, Gwent'~~~'19'~~~
'7861'~'10 S. Riverside Plaza       7861'~'Chicago IL 60606 USA       7861'~~~'Bremen'~~'28309'~'37'~~~
'7862'~'10 S. Riverside Plaza       7862'~'Chicago IL 60606 USA       7862'~~~'Albany'~'18'~'42602'~'76'~~~
'7863'~'10 S. Riverside Plaza       7863'~'Chicago IL 60606 USA       7863'~~~'Caerphilly, Mid Glamorgan'~~~'16'~~~
'7864'~'10 S. Riverside Plaza       7864'~'Chicago IL 60606 USA       7864'~~~'Elmshorn'~~'25336'~'37'~~~
'7865'~'10 S. Riverside Plaza       7865'~'Chicago IL 60606 USA       7865'~~~'Neuenkirchen'~~'48485'~'37'~~~
'7866'~'10 S. Riverside Plaza       7866'~'Chicago IL 60606 USA       7866'~~~'Littleborough'~'1628'~'OL15 8BZ'~'19'~~~
'7867'~'10 S. Riverside Plaza       7867'~'Chicago IL 60606 USA       7867'~~~'Wien'~~'1100'~'33'~~~
'7868'~'10 S. Riverside Plaza       7868'~'Chicago IL 60606 USA       7868'~~~'BANBURY'~~~'19'~~~
'7869'~'10 S. Riverside Plaza       7869'~'Chicago IL 60606 USA       7869'~~~'Toronto'~'1108'~~'72'~~~
'7870'~'10 S. Riverside Plaza       7870'~'Chicago IL 60606 USA       7870'~~~'Endingen'~~'79346'~'37'~~~
'7871'~'10 S. Riverside Plaza       7871'~'Chicago IL 60606 USA       7871'~~~'unknown'~~~'19'~~~
'7872'~'10 S. Riverside Plaza       7872'~'Chicago IL 60606 USA       7872'~~~'Abingdon, Oxon'~~~'19'~~~
'7873'~'10 S. Riverside Plaza       7873'~'Chicago IL 60606 USA       7873'~~~'Hereford'~'1612'~~'19'~~~
'7874'~'10 S. Riverside Plaza       7874'~'Chicago IL 60606 USA       7874'~~~'Betton'~~'35830'~'22'~~~
'7875'~'10 S. Riverside Plaza       7875'~'Chicago IL 60606 USA       7875'~~~'Hochfelden'~~'67270'~'22'~~~
'7876'~'10 S. Riverside Plaza       7876'~'Chicago IL 60606 USA       7876'~~~'Tullins'~~'38210'~'22'~~~
'7877'~'10 S. Riverside Plaza       7877'~'Chicago IL 60606 USA       7877'~~~'Sorgues'~~'84700'~'22'~~~
'7878'~'10 S. Riverside Plaza       7878'~'Chicago IL 60606 USA       7878'~~~'PTUJ'~~'2250'~'43'~~~
'7879'~'10 S. Riverside Plaza       7879'~'Chicago IL 60606 USA       7879'~~~'AIX en PROVENCE, South Area'~~'13854'~'22'~~~
'7880'~'10 S. Riverside Plaza       7880'~'Chicago IL 60606 USA       7880'~~~'AIX EN PROVENCE'~~~'22'~~~
'7881'~'10 S. Riverside Plaza       7881'~'Chicago IL 60606 USA       7881'~~~'FLEURY-MEROGIS, STE GENEVIEVE DES BOIS Cedex'~~'91712'~'22'~~~
'7882'~'10 S. Riverside Plaza       7882'~'Chicago IL 60606 USA       7882'~~~'Vrbovec'~~~'35'~~~
'7883'~'10 S. Riverside Plaza       7883'~'Chicago IL 60606 USA       7883'~~~'Varazdin'~~'42000'~'35'~~~
'7884'~'10 S. Riverside Plaza       7884'~'Chicago IL 60606 USA       7884'~~~'Radenci'~~'9502'~'43'~~~
'7885'~'10 S. Riverside Plaza       7885'~'Chicago IL 60606 USA       7885'~~~'Praha 4'~~~'36'~~~
'7886'~'10 S. Riverside Plaza       7886'~'Chicago IL 60606 USA       7886'~~~'Dubna'~'2126'~~'11'~~~
'7887'~'10 S. Riverside Plaza       7887'~'Chicago IL 60606 USA       7887'~~~'Saint Agathon'~~~'22'~~~
'7888'~'10 S. Riverside Plaza       7888'~'Chicago IL 60606 USA       7888'~~~'Offranville'~~'76550'~'22'~~~
'7889'~'10 S. Riverside Plaza       7889'~'Chicago IL 60606 USA       7889'~~~'unknown'~~~'121'~~~
'7890'~'10 S. Riverside Plaza       7890'~'Chicago IL 60606 USA       7890'~~~'Fleury-Merogis'~~'91700'~'22'~~~
'7891'~'10 S. Riverside Plaza       7891'~'Chicago IL 60606 USA       7891'~~~'SAINTE SIGOLENE'~~'43600'~'22'~~~
'7892'~'10 S. Riverside Plaza       7892'~'Chicago IL 60606 USA       7892'~~~'CHATELLERAULT'~~'86100'~'22'~~~
'7893'~'10 S. Riverside Plaza       7893'~'Chicago IL 60606 USA       7893'~~~'Carpentras'~~'84971'~'22'~~~
'7894'~'10 S. Riverside Plaza       7894'~'Chicago IL 60606 USA       7894'~~~'La ROCHE SUR FORON'~~~'22'~~~
'7895'~'10 S. Riverside Plaza       7895'~'Chicago IL 60606 USA       7895'~~~'FONTENAY LE COMTE'~~'85200'~'22'~~~
'7896'~'10 S. Riverside Plaza       7896'~'Chicago IL 60606 USA       7896'~''~''~'Hammelburg'~'0'~'97762'~'37'~~'C3DEA1E7-05A6-42A1-88AE-FBACC2C2C1AF'~'29E494AF-E7BB-4EC0-BB8D-413A6C25123B'
'7897'~'10 S. Riverside Plaza       7897'~'Chicago IL 60606 USA       7897'~~~'Steenbergen'~~~'29'~~~
'7898'~'10 S. Riverside Plaza       7898'~'Chicago IL 60606 USA       7898'~~~'Caivano (NA)'~~'80023'~'25'~~~
'7899'~'10 S. Riverside Plaza       7899'~'Chicago IL 60606 USA       7899'~~~'Caivano'~'508'~'80023'~'25'~~~
'7900'~'10 S. Riverside Plaza       7900'~'Chicago IL 60606 USA       7900'~~~'Bomporto'~~'41030'~'25'~~~
'7901'~'10 S. Riverside Plaza       7901'~'Chicago IL 60606 USA       7901'~~~'Silandro'~~'39028'~'25'~~~
'7902'~'10 S. Riverside Plaza       7902'~'Chicago IL 60606 USA       7902'~~~'Osnabrück'~~'49076'~'37'~~~
'7903'~'10 S. Riverside Plaza       7903'~'Chicago IL 60606 USA       7903'~~~'Winnipeg'~'1104'~~'72'~~~
'7904'~'10 S. Riverside Plaza       7904'~'Chicago IL 60606 USA       7904'~~~'Winnipeg'~'1104'~~'72'~~~
'7905'~'10 S. Riverside Plaza       7905'~'Chicago IL 60606 USA       7905'~~~'Grand Junction'~'23'~'49056'~'76'~~~
'7906'~'10 S. Riverside Plaza       7906'~'Chicago IL 60606 USA       7906'~~~'Auckland'~~'1023'~'122'~~~
'7907'~'10 S. Riverside Plaza       7907'~'Chicago IL 60606 USA       7907'~~~'Trenton'~'1108'~~'72'~~~
'7908'~'10 S. Riverside Plaza       7908'~'Chicago IL 60606 USA       7908'~~~'Alsip'~'15'~'60803'~'76'~~~
'7909'~'10 S. Riverside Plaza       7909'~'Chicago IL 60606 USA       7909'~~~'Toronto'~'1108'~~'72'~~~
